"","predMonthlyIncomes","ID"
"269",10195.504469786,1139
"270",13595.2573814654,1140
"271",5892.58262357502,1141
"272",6123.68902454474,1142
"273",10919.2476743481,1143
"274",5910.66480317438,1144
"275",6481.13762821172,1145
"276",5929.15735208576,1146
"277",6005.69341552918,1147
"278",2261.16236615967,1148
"279",2203.85786486286,1149
"280",6220.95486077423,1150
"281",2149.13941553296,1151
"282",6173.58419803304,1152
"283",6809.55754259461,1153
"284",1958.93161536909,1154
"285",6165.14857011689,1155
"286",14504.8229726764,1156
"287",2345.1077574116,1157
"288",6832.46299803557,1158
"289",2164.54650893094,1159
"290",6140.0333838159,1160
"291",2178.36635745499,1161
"292",10225.4565609071,1162
"293",2212.91597876511,1163
"294",10202.202277374,1164
"295",2330.85004656087,1165
"296",1981.24863302909,1166
"297",9886.21321927915,1167
"298",5911.16420672087,1168
"299",2272.8955662633,1169
"300",2084.33655219317,1170
